"","gender_person_1","gender_person_2","gender_person_3","gender_person_4","gender_person_5","gender_person_6","gender_person_7","gender_person_8","gender_person_9","gender_person_10","total_people_pictured","total_women","total_men","total_ambiguous","building_code","clean_img_name"
"248",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"249",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"250",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"251",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"252",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"253",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"254",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"255",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"256",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"257",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"258",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4060"
"259",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"260",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"261",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"262",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"263",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"264",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"265",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"266",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"267",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"268",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"269",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"270",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"271",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"272",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4062"
"273",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"274",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"275",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"276",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"277",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"278",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"279",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"280",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"281",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"282",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"283",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"284",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4063"
"285",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"286",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"287",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"288",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"289",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"290",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"291",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"292",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"293",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"294",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"295",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"296",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"297",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"298",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4064"
"299",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"300",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"301",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"302",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"303",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"304",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"305",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"306",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"307",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"308",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"309",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"310",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4065"
"311",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4066"
"312",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4066"
"313",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4066"
"314",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4066"
"315",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4066"
"316",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4066"
"317",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4066"
"318",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4066"
"319",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4067"
"320",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4067"
"321",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4067"
"322",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4067"
"323",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4067"
"324",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4067"
"325",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4067"
"326",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4069"
"327",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4071"
"328",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4072"
"329",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4073"
"330",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4074"
"331",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4075"
"332",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4076"
"333",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4077"
"334",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4078"
"335",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4079"
"336",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4080"
"337",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4081"
"338",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4082"
"339",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4093"
"340",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,1,"IMG_4093"
"341",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4093"
"342",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4093"
"343",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4094"
"344",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4094"
"345",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4094"
"346",2,2,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,1,"IMG_4095"
"347",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4096"
"348",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,1,"IMG_4097"
"349",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4099"
"350",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,1,"IMG_4100"
"351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",10,25,NA,1,"IMG_4101"
"352",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4101"
"353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",3,9,NA,1,"IMG_4102"
"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",1,12,NA,1,"IMG_4102"
"355",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4102"
"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",6,11,NA,1,"IMG_4103"
"357",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4103"
"358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",6,14,NA,1,"IMG_4104"
"359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",5,9,NA,1,"IMG_4104"
"360",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4104"
"361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",8,6,NA,1,"IMG_4105"
"362",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4105"
"363",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,1,"IMG_4106"
"364",1,0,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,1,"IMG_4106"
"365",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4106"
"366",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4107"
"367",1,2,2,2,2,NA,NA,NA,NA,NA,"5",NA,NA,NA,1,"IMG_4131"
"368",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4134"
"369",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,1,"IMG_4156"
"370",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,14,"IMG_2983"
"371",2,1,2,1,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,14,"IMG_2990"
"372",2,1,1,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,14,"IMG_2990"
"373",2,1,1,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,14,"IMG_2991"
"374",2,1,2,1,2,2,2,NA,NA,NA,"7",NA,NA,NA,14,"IMG_2991"
"375",1,2,2,1,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,14,"IMG_2991"
"376",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3001"
"377",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,14,"IMG_3005"
"378",1,2,2,2,2,NA,NA,NA,NA,NA,"5",NA,NA,NA,14,"IMG_3005"
"379",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3006"
"380",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,14,"IMG_3007"
"381",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3011"
"382",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,14,"IMG_3015"
"383",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,14,"IMG_3016"
"384",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3021"
"385",1,2,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,14,"IMG_3021"
"386",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3022"
"387",2,2,1,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,14,"IMG_3024"
"388",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3026"
"389",1,2,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,14,"IMG_3026"
"390",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3027"
"391",1,2,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,14,"IMG_3030"
"392",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3030"
"393",2,2,2,2,1,NA,NA,NA,NA,NA,"5",NA,NA,NA,14,"IMG_3030"
"394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"~13",6,2,5,14,"IMG_3032"
"395",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3053"
"396",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3053"
"397",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3053"
"398",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3053"
"399",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,14,"IMG_3053"
"400",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3053"
"401",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3053"
"402",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3053"
"403",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3055"
"404",1,2,2,1,2,1,NA,NA,NA,NA,"6",NA,NA,NA,14,"IMG_3056"
"405",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,14,"IMG_3056"
"406",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3056"
"407",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3058"
"408",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3058"
"409",1,2,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,14,"IMG_3073"
"410",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3076"
"411",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3089"
"412",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,14,"IMG_3092"
"413",2,2,2,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,14,"IMG_3095"
"414",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3097"
"415",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3099"
"416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",3,11,NA,14,"IMG_3103"
"417",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,14,"IMG_3110"
"418",2,1,1,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0059"
"419",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0059"
"420",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0059"
"421",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0062"
"422",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0062"
"423",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0009"
"424",0,0,0,1,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,2,"IMG_0010"
"425",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,2,"IMG_0010"
"426",2,2,2,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,2,"IMG_0011"
"427",1,1,1,2,1,1,NA,NA,NA,NA,"6",NA,NA,NA,2,"IMG_0011"
"428",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0012"
"429",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0014"
"430",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0014"
"431",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0014"
"432",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,2,"IMG_0014"
"433",1,2,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,2,"IMG_0014"
"434",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2,"IMG_0014"
"435",1,1,0,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,16,"IMG_3124"
"436",1,0,1,1,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,16,"IMG_3124"
"437",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3126"
"438",2,1,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,16,"IMG_3127"
"439",2,2,1,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,16,"IMG_3128"
"440",2,1,2,1,2,2,0,1,1,NA,"9",NA,NA,NA,16,"IMG_3129"
"441",2,2,1,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,16,"IMG_3130"
"442",1,2,1,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,16,"IMG_3131"
"443",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3132"
"444",2,2,1,2,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,16,"IMG_3133"
"445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",11,10,NA,16,"IMG_3134"
"446",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3135"
"447",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3143"
"448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,1,15,16,"IMG_3145"
"449",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3147"
"450",1,1,1,1,1,1,1,1,1,1,"10",NA,NA,NA,16,"IMG_3153"
"451",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3159"
"452",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3160"
"453",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3171"
"454",2,2,1,1,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,16,"IMG_3181"
"455",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,16,"IMG_3183"
"456",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,16,"IMG_3198"
"457",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3203"
"458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,13,16,"IMG_3206"
"459",1,0,1,2,1,2,2,NA,NA,NA,"7",NA,NA,NA,16,"IMG_3207"
"460",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,16,"IMG_3207"
"461",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3207"
"462",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3207"
"463",1,2,1,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,16,"IMG_3207"
"464",2,1,1,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,16,"IMG_3209"
"465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",4,6,NA,16,"IMG_3210"
"466",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,16,"IMG_3225"
"467",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0766"
"468",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0766"
"469",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0766"
"470",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0766"
"471",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0766"
"472",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0766"
"473",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,4,"IMG_0766"
"474",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0766"
"475",2,2,2,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,4,"IMG_0809"
"476",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0888"
"477",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0888"
"478",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0888"
"479",2,2,2,2,2,NA,NA,NA,NA,NA,"5",NA,NA,NA,4,"IMG_0888"
"480",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0888"
"481",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0888"
"482",2,2,2,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,4,4,"IMG_0888"
"483",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0888"
"484",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"485",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"486",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"487",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"488",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"489",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"490",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"491",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"492",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"493",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"494",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"495",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"496",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"497",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0930"
"498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"~52",14,33,3,4,"IMG_0967"
"499",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_0967"
"500",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_1078"
"501",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_1078"
"502",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,4,"IMG_1078"
